"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-4408386","Source1","4",2022-04-27 03:05:00,2022-04-27 05:06:35,39.0163028238343,-77.0980918403764,39.0189028238343,-77.1029618403764,0.317,"I-495 INNER LOOP/OUTER LOOP AT EXIT 35 I 270 EISENHOWER MEM HWY (WB)","Capital Beltway","Bethesda","Montgomery","MD","20814","US","US/Eastern","KCGS",2022-04-27 03:00:00,51,51,48,30.03,10,"WNW",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-5674218","Source1","4",2021-11-11 16:25:00,2021-11-11 17:42:36,43.5956060884304,-83.9527237411311,43.5960160884304,-83.988563741131,1.794,"Incident on US-10 WB near I-75 Road closed. Take alternate route.","US-10 W","Bay City","Bay","MI","48706","US","US/Eastern","KMBS",2021-11-11 16:10:00,57,57,87,28.86,10,"S",13,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7205519","Source1","4",2020-04-29 07:03:34,2020-04-29 08:26:53,33.51919,-113.06303,33.49597,-112.93129,7.757,"At 411th Ave/Exit 94 - Blocked by overturned vehicle.","I-10 E","Tonopah","Maricopa","AZ","85354","US","US/Mountain","KBXK",2020-04-29 06:55:00,64,64,37,28.83,4,"N",8,0,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-6991578","Source1","4",2020-05-30 14:51:33,2020-05-30 15:26:31,38.49291,-121.44275,38.49291,-121.44275,0,"At Mack Rd/Bruceville Rd - Accident. Hard shoulder blocked.","CA-99 S","Sacramento","Sacramento","CA","95823","US","US/Pacific","KSAC",2020-05-30 14:53:00,77,77,39,29.86,10,"CALM",0,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7001410","Source1","4",2020-06-04 18:20:05,2020-06-04 18:50:05,30.18192,-97.77646,30.18192,-97.77646,0,"At Slaughter Ln/Exit 226 - Accident.","I-35 S","Austin","Travis","TX","78745","US","US/Central","KATT",2020-06-04 17:51:00,91,91,47,29.14,10,"VAR",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5349168","Source1","4",2022-10-13 00:57:14,2022-10-13 15:18:24,35.392899,-84.337938,35.392906,-84.338415,0.027,"Incident on TN-68 WB near A403 MT MARMONY RD Road closed. Take alternate route.","TN-68","Tellico Plains","Monroe","TN","37385","US","US/Eastern","KMMI",2022-10-13 00:53:00,63,63,90,28.85,10,"WSW",8,0.01,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-6543232","Source1","4",2021-02-11 11:31:24,2021-02-11 12:53:28,39.817672,-75.07034,39.816306,-75.068105,0.152,"Crash on NJ 42 southbound ramp to Exit 10A - NJ 168/Black Horse Pike (Gloucester Twp) All lanes closed and detoured use caution","N South Fwy S","Blackwood","Camden","NJ","08012","US","US/Eastern","KPHL",2021-02-11 11:36:00,30,22,79,30.25,10,"NNE",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7724621","Source1","4",2019-05-18 15:40:32,2019-05-18 20:39:55,43.05591,-85.9562,43.05309,-85.90248,2.719,"Closed between Randall St/State Rd and 48th Ave/Exit 19 - Road closed due to accident.","I-96 E","Coopersville","Ottawa","MI","49404","US","US/Eastern","KMKG",2019-05-18 15:55:00,76,76,58,29.09,10,"S",13,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-6642873","Source1","4",2020-12-18 02:41:10,2020-12-18 03:56:10,39.087625,-94.591962,39.085584,-94.592465,0.144,"Incident on I-35 near WEST PENNWAY ST Road closed. Take alternate route.","I-35 S","Kansas City","Jackson","MO","64108","US","US/Central","KMKC",2020-12-18 02:54:00,38,32,73,29.29,10,"S",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-4462944","Source1","4",2023-01-01 18:40:07,2023-01-01 20:17:36,39.429105,-76.355741,39.428521,-76.359541,0.207,"Incident on US-40 WB near JOPPA RD Road closed. Take alternate route.","Pulaski Hwy","Joppa","Harford","MD","21085-3930","US","US/Eastern","KMTN",2023-01-01 18:54:00,43,43,93,30.04,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"A-3860796","Source1","4",2022-03-03 06:13:00,2022-03-03 07:32:57,40.261616,-76.743369,40.262086,-76.755826,0.658,"Incident on US-322 WB near CHAMBERS HILL RD 82TH ST Road closed. Take alternate route.","Paxton St","Hummelstown","Dauphin","PA","17036","US","US/Eastern","KMDT",2022-03-03 05:56:00,44,36,65,29.61,10,"NW",17,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-5255829","Source1","4",2023-01-04 20:53:00,2023-01-04 23:17:37,34.061507,-118.000653,34.06445,-118.000034,0.206,"Incident on I-605 NB near TRANS Road closed. Take alternate route.","I-605 N","Baldwin Park","Los Angeles","CA","91706","US","US/Pacific","KEMT",2023-01-04 20:53:00,57,57,96,29.98,3,"S",10,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-6092791","Source1","4",2021-12-27 07:44:19,2021-12-27 10:26:45,34.1208422182363,-112.946802377162,34.1257422182364,-112.953822377162,0.525,"Road closed due to a crash on US-93 Northbound near SR-71 (183) . Lane Closed.","US-93","Congress","Yavapai","AZ","85332","US","US/Mountain","KPRC",2021-12-27 07:53:00,36,30,73,24.86,10,"S",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3750945","Source1","4",2022-08-26 11:14:34,2022-08-26 12:52:53,42.181833,-84.294395,42.188079,-84.306934,0.774,"Incident on M-50 WB near WELLS RD Expect delays.","Wells Rd","Jackson","Jackson","MI","49201-7366","US","US/Eastern","KJXN",2022-08-26 11:04:00,69,69,73,28.97,10,"NNW",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7014014","Source1","4",2020-05-07 18:20:57,2020-05-07 18:50:57,41.06926,-73.95024,41.07558,-73.95094,0.438,"Closed at RT-59/Korean Veterans Memorial Hwy - Road closed due to accident.","Leber Rd","Blauvelt","Rockland","NY","10913-1115","US","US/Eastern","KHPN",2020-05-07 17:56:00,64,64,18,29.23,10,"W",10,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5729584","Source1","4",2021-08-25 08:59:15,2021-08-25 10:35:16,34.585232,-119.996528,34.58649,-120.008625,0.694,"Incident on CA-154 WB near CA-192 Road closed. Take alternate route.","Chumash Hwy","Santa Ynez","Santa Barbara","CA","93460","US","US/Pacific","KIZA",2021-08-25 08:55:00,55,55,94,29.3,4,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-4455718","Source1","4",2022-03-24 12:52:25,2022-03-24 14:11:03,35.222418,-93.25042,35.224726,-93.2302,1.152,"Incident on AR-155 SB near STATE HWY-22 Road closed. Take alternate route.","CR-93","Dardanelle","Yell","AR","72834","US","US/Central","KRUE",2022-03-24 12:53:00,50,50,52,29.51,10,"WNW",13,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5401694","Source1","4",2022-08-28 01:18:27,2022-08-28 02:50:04,39.925397,-104.850909,39.924108,-104.85165,0.097,"Incident on US-85 SB near MP 230 Road closed. Take alternate route.","US Highway 85","Brighton","Adams","CO","80601","US","US/Mountain","KDEN",2022-08-28 00:53:00,68,68,35,24.48,10,"SW",14,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-5414142","Source1","4",2022-09-05 13:26:00,2022-09-05 15:26:00,36.225878,-80.319034,36.222781,-80.314671,0.324,"US 52 Southbound is closed near Exit 120 (Westinghouse Road).","John M Gold Fwy","Rural Hall","Forsyth","NC","27045","US","US/Eastern","KINT",2022-09-05 13:24:00,74,74,100,29.04,2,"SSW",3,0.13,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5013909","Source1","4",2022-12-13 00:20:00,2022-12-13 02:09:57,40.025462,-75.12351,40.025649,-75.122261,0.067,"Crash on US 1 northbound between FRONT ST and RISING SUN AV. All lanes closed.","N Front St","Philadelphia","Philadelphia","PA","19120","US","US/Eastern","KPNE",2022-12-13 00:54:00,28,22,75,30.17,10,"NNW",6,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"A-7393743","Source1","4",2019-09-22 18:32:13,2019-09-22 18:59:21,43.03045,-87.98131,43.0314,-87.97654,0.25,"Closed at General Mitchell Blvd/Exit 308 - Road closed due to accident.","I-94 E","Milwaukee","Milwaukee","WI","53214","US","US/Central","KMWC",2019-09-22 18:45:00,66,66,88,29.02,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-4824896","Source1","4",2022-10-12 12:35:20,2022-10-12 13:52:51,39.362339,-76.967058,39.362042,-76.967331,0.025,"Incident on MD-32 EB near RIVER RD Road closed. Take alternate route.","MD-32","Sykesville","Howard","MD","21784","US","US/Eastern","KDMW",2022-10-12 12:35:00,70,70,49,29.34,10,"SSE",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5085282","Source1","4",2022-01-09 16:24:30,2022-01-09 18:25:05,37.621575593769,-79.4386517997768,37.596745593769,-79.3898617997768,3.174,"On VA-130 in the County of Rockbridge in the vicinity of County/City/Town Line: ROCKBRIDGE - AMHERST COUNTY LINE motorists can expect delays due to a tractor trailer crash. All east lanes are closed. All west lanes are closed.","Glasgow Hwy","Glasgow","Rockbridge","VA","24555","US","US/Eastern","KLYH",2022-01-09 16:21:00,50,50,89,29.11,1,"WSW",8,0.09,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3733369","Source1","4",2022-12-19 16:08:00,2022-12-19 17:25:26,28.779687,-81.29693,28.779316,-81.297462,0.041,"Incident on OLD LAKE MARY RD WB near W AIRPORT BLVD Road closed. Take alternate route.","W Airport Blvd","Sanford","Seminole","FL","32773","US","US/Eastern","KSFB",2022-12-19 15:53:00,68,68,55,30.15,10,"E",10,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7384583","Source1","4",2019-09-30 12:32:16,2019-09-30 13:02:05,25.94168,-80.18553,25.94205,-80.18598,0.038,"Ramp closed to I-95 Northbound - Road closed due to accident.","NE Miami Gardens Dr","Miami","Miami-Dade","FL","33179","US","US/Eastern","KHWO",2019-09-30 12:53:00,88,88,57,29.99,10,"ENE",17,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3902667","Source1","4",2022-08-18 09:04:00,2022-08-18 13:45:00,34.427708,-113.246457,34.123406,-112.950597,26.97,"Incident on US-93 SB near AZ-97 Road closed. Take alternate route.","AZ-97","Prescott","Yavapai","AZ","86305","US","US/Mountain","KPRC",2022-08-18 08:53:00,70,70,68,25.08,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7708113","Source1","4",2019-04-12 21:04:12,2019-04-12 21:31:58,28.59344,-81.7143,28.6025,-81.72166,0.769,"Closed at N Hancock Rd/Exit 278 - Road closed due to accident.","Florida's Tpke N","Clermont","Lake","FL","34715","US","US/Eastern","KLEE",2019-04-12 20:53:00,78,78,58,29.91,10,"NW",3,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"A-4370719","Source1","4",2022-08-05 06:00:00,2022-08-24 11:14:00,35.388813,-80.54515,35.39072,-80.53981,0.328,"Repairs needed from earlier vehicle crash. ","Old Airport Rd","Concord","Cabarrus","NC","28025-3919","US","US/Eastern","KJQF",2022-08-05 05:55:00,72,72,100,29.44,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"A-6444445","Source1","4",2021-02-14 18:29:02,2021-02-14 20:14:02,45.541423,-122.413449,45.540422,-122.425008,0.564,"Incident on I-84 WB near MP 15 Road closed. Take alternate route.","I-84 W","Troutdale","Multnomah","OR","97060","US","US/Pacific","KTTD",2021-02-14 18:53:00,30,17,82,29.83,4,"ENE",23,0,"Light Freezing Rain / Windy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"A-7128696","Source1","4",2020-03-22 04:11:43,2020-03-22 10:12:47,40.8136,-74.01045,40.80838,-74.01523,0.439,"Closed at CR-681/Paterson Plank Rd - Road closed due to accident. Lane blocked.","91st St","North Bergen","Hudson","NJ","07047-4404","US","US/Eastern","KNYC",2020-03-22 03:51:00,36,28,37,30.4,10,"NNE",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"A-7307351","Source1","4",2019-12-10 19:46:33,2019-12-10 20:15:03,32.85028,-83.62222,32.84962,-83.62401,0.113,"Closed at North Ave - Road closed due to accident.","Gray Hwy","Macon","Macon-Bibb County","GA","31211-1852","US","US/Eastern","KMCN",2019-12-10 19:53:00,50,50,93,29.77,8,"NNW",13,0.01,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7751352","Source1","4",2019-08-30 06:58:02,2019-08-30 07:27:21,25.77696,-80.32023,25.80151,-80.32097,1.697,"Closed between SR-836 and 25th St - Road closed due to accident.","Palmetto Expy N","Miami","Miami-Dade","FL","33126","US","US/Eastern","KMIA",2019-08-30 07:02:00,77,77,84,29.9,10,"SSE",7,0,"Thunder",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-6393671","Source1","4",2021-02-24 11:52:51,2021-02-24 13:00:00,41.174825,-73.22737,41.17703,-73.226132,0.165,"Closed road from US-1/Kings Hwy (Villa Ave) to CT-59/Brooklawn Ave (Villa Ave) due to accident.","Kings Hwy E","Fairfield","Fairfield","CT","06825-4813","US","US/Eastern","KBDR",2021-02-24 11:52:00,45,38,66,30.02,10,"SW",14,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5247794","Source1","4",2022-09-18 19:37:00,2022-09-18 22:46:08,41.424308,-78.73097,41.422091,-78.72934,0.175,"Incident on US-219 SB near POWERS AVE Road closed. Take alternate route.","Erie Ave","Ridgway","Elk","PA","15853-1127","US","US/Eastern","KDUJ",2022-09-18 19:53:00,69,69,65,28.13,10,"WSW",5,0,"Partly Cloudy",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-5749729","Source1","4",2021-12-24 00:27:00,2021-12-24 03:37:44,41.227162,-76.988394,41.188258,-76.913736,4.721,"Multi vehicle crash on US 15 both directions between SR 0054 SH and MAIN ST. All lanes closed.","Montgomery Pike","Williamsport","Lycoming","PA","17702-7770","US","US/Eastern","KIPT",2021-12-24 00:23:00,30,22,72,29.47,0.75,"SSE",9,0.01,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-3805680","Source1","4",2022-04-05 11:58:00,2022-04-05 13:26:10,40.852181,-76.671953,40.855008,-76.682163,0.568,"Incident on PA-61 NB near HOSTA RD Road closed. Take alternate route.","State Route 61","Sunbury","Northumberland","PA","17801-6719","US","US/Eastern","KSEG",2022-04-05 11:53:00,56,56,49,29.49,10,"VAR",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7049220","Source1","4",2020-06-22 17:13:30,2020-06-22 17:43:30,40.87168,-74.19094,40.87168,-74.19094,0,"At Valley Rd - Accident. Right lane blocked.","US Highway 46","Clifton","Passaic","NJ","07013-2431","US","US/Eastern","KCDW",2020-06-22 16:53:00,92,92,37,29.67,10,"SW",5,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-6689377","Source1","4",2020-12-26 07:03:00,2020-12-26 09:56:44,38.00099,-79.014303,37.999961,-79.01536,0.091,"On Rt. 610 in the County of Augusta in the vicinity of View Dr; Rt. 916N/S (Augusta County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.","Howardsville Tpke","Stuarts Draft","Augusta","VA","24477-2840","US","US/Eastern","KSHD",2020-12-26 06:55:00,17,5,65,28.74,10,"SW",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-7735593","Source1","4",2019-06-08 17:24:19,2019-06-08 17:51:36,45.452436,-91.109591,45.436216,-91.110951,1.123,"Closed at Jensen Rd - Road closed due to accident.","N4596 State Road 27","Ladysmith","Rusk","WI","54848","US","US/Central","KRCX",2019-06-08 17:15:00,84,84,22,28.67,10,"S",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-4907888","Source1","4",2022-12-11 18:16:47,2022-12-11 20:29:04,38.339791,-105.106528,38.327678,-105.105284,0.84,"Between County Road 196 and Cap Rock Road (2 miles south of Florence) at Mile Point 7. Road closed expect delays due to a crash.","State Highway 67","Florence","Fremont","CO","81226","US","US/Mountain","K1V6",2022-12-11 18:15:00,45,40,12,24.4,10,"W",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7284416","Source1","4",2020-01-06 07:44:50,2020-01-06 08:12:21,38.26545,-104.62883,38.26449,-104.63002,0.093,"Closed at Veta Ave - Road closed due to accident.","W 4th St","Pueblo","Pueblo","CO","81004","US","US/Mountain","KPUB",2020-01-06 07:53:00,34,27,28,25.39,10,"NW",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7131820","Source1","4",2020-03-24 00:46:38,2020-03-24 01:15:40,29.66621,-82.98413,29.66849,-82.98415,0.158,"Closed at NE 512th Ave - Road closed due to accident.","NE Highway 349","Old Town","Dixie","FL","32680-8370","US","US/Eastern","KCTY",2020-03-24 00:55:00,61,61,96,30.1,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-5255163","Source1","4",2022-12-13 01:42:39,2022-12-13 03:00:39,38.845103,-77.373929,38.845457,-77.373871,0.025,"Incident on VA-608 NB near W OX RD Road closed. Take alternate route.","W Ox Rd","Fairfax","Fairfax County","VA","22030","US","US/Eastern","KIAD",2022-12-13 01:52:00,37,31,62,29.97,10,"NNE",8,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"A-6697862","Source1","4",2020-10-24 17:16:00,2020-10-24 19:24:46,37.148552,-79.096171,37.148985,-79.09588,0.034,"On Rt. 761 in the County of Campbell in the vicinity of Gladys Rd; Rt. 699E/W (Campbell County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.","Long Island Rd","Gladys","Campbell","VA","24554","US","US/Eastern","KLYH",2020-10-24 16:54:00,78,78,52,28.95,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-6694393","Source1","4",2020-12-22 07:15:56,2020-12-22 09:14:55,36.232835,-93.333417,36.257005,-93.326747,1.711,"Incident on US-412 EB near US-62 Road closed. Take alternate route.","Keener Rd","Alpena","Carroll","AR","72611-8992","US","US/Central","KHRO",2020-12-22 06:53:00,35,35,76,28.75,10,"SE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-7128847","Source1","4",2020-03-22 18:45:54,2020-03-22 19:15:27,38.88022,-76.95993,38.87735,-76.96291,0.255,"Closed between E Capitol St NE/Ridge Rd SE and Pennsylvania Ave SE - Road closed due to accident.","Minnesota Ave SE","Washington","District of Columbia","DC","20019","US","US/Eastern","KWBC",2020-03-22 18:56:00,46,39,66,30.21,10,"E",14,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7736049","Source1","4",2019-06-10 08:36:00,2019-06-10 09:05:52,41.904362,-85.799239,41.904343,-85.798683,0.029,"Closed at M-40 - Road closed due to accident.","M 60","Jones","Cass","MI","49061-8768","US","US/Eastern","KHAI",2019-06-10 08:36:00,63,63,96,29.07,10,"NW",12,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7018803","Source1","4",2020-05-09 13:24:28,2020-05-09 13:54:28,41.32382,-72.88156,41.32088,-72.87401,0.441,"Closed between I-91 and CT-103/Quinnipiac Ave - Road closed due to accident.","Middletown Ave","New Haven","New Haven","CT","06513","US","US/Eastern","KHVN",2020-05-09 13:53:00,46,39,35,29.78,10,"W",16,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-4364200","Source1","4",2022-11-01 07:35:35,2022-11-01 08:55:09,35.873829,-90.783382,35.865332,-90.781873,0.593,"Incident on US-63 SB near EXIT 49 Road closed. Take alternate route.","Highway 63 N","Bono","Craighead","AR","72416-8140","US","US/Central","KJBR",2022-11-01 07:53:00,48,48,93,29.87,4,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7117550","Source1","4",2020-03-16 13:09:32,2020-03-16 13:39:01,26.4938,-81.94329,26.49186,-81.94325,0.134,"Closed at Whitewater Ct - Road closed due to accident.","San Carlos Blvd","Fort Myers Beach","Lee","FL","33931","US","US/Eastern","KFMY",2020-03-16 12:53:00,85,85,43,30.2,10,"ENE",12,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-5933000","Source1","4",2021-10-16 16:38:00,2021-10-16 18:45:25,40.839714,-79.465536,40.838003,-79.466427,0.127,"Crash on PA 28 both directions between ANDERSON CREEK RD and IRON BRIDGE RD. All lanes closed.","State Route 28 and 66","Kittanning","Armstrong","PA","16201-3815","US","US/Eastern","KBTP",2021-10-16 16:56:00,55,55,67,28.52,10,"W",8,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-5631217","Source1","4",2021-12-06 07:47:00,2021-12-06 15:26:34,40.0119,-76.139078,40.011244,-76.135951,0.172,"Multi vehicle crash on US 30 both directions between RONKS RD and LEACOCK RD (TB SR2033). All lanes closed.","Lincoln Hwy E","Gordonville","Lancaster","PA","17529-9527","US","US/Eastern","KLNS",2021-12-06 07:53:00,47,44,83,29.46,9,"S",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
